Note: Target head pressure setpoints changed as follows,,,,
Through 2/4/13 - 145 psi,,,,
2/4/13 Ð 145psi -> 140psi,,,,
2/20/13 Ð 140psi -> 135psi,,,,
3/7/13 Ð 135psi -> 130psi,,,,
Date & Time,Discharge pressure (psig),Load (tons),Refr compressor power (kW),Utility power (kW)
Sun 2/3/2013 5:30 AM,127,120,70,283
Sun 2/3/2013 5:45 AM,123,147,85,269
Sun 2/3/2013 6:00 AM,129,65,58,278
Sun 2/3/2013 6:15 AM,131,101,66,290
Sun 2/3/2013 6:30 AM,136,118,72,307
Sun 2/3/2013 6:45 AM,140,120,75,311
Sun 2/3/2013 7:00 AM,129,67,59,287
Sun 2/3/2013 7:15 AM,133,138,78,301
Sun 2/3/2013 7:30 AM,138,145,93,309
Sun 2/3/2013 7:45 AM,141,104,68,306
Sun 2/3/2013 8:00 AM,142,122,74,319
Sun 2/3/2013 8:15 AM,140,109,68,315
Sun 2/3/2013 8:30 AM,142,125,74,310
Sun 2/3/2013 8:45 AM,140,92,65,291
Sun 2/3/2013 9:00 AM,143,126,74,297
Sun 2/3/2013 9:15 AM,143,135,80,299
Sun 2/3/2013 9:30 AM,137,103,66,295
Sun 2/3/2013 9:45 AM,141,114,70,314
Sun 2/3/2013 10:00 AM,139,102,66,330
Sun 2/3/2013 10:15 AM,146,117,72,328
Sun 2/3/2013 10:30 AM,145,141,86,341
Sun 2/3/2013 10:45 AM,137,78,60,333
Sun 2/3/2013 11:00 AM,142,87,63,329
Sun 2/3/2013 11:15 AM,146,146,97,329
Sun 2/3/2013 11:30 AM,135,126,71,314
Sun 2/3/2013 11:45 AM,141,116,70,329
Sun 2/3/2013 12:00 PM,145,134,79,357
Sun 2/3/2013 12:15 PM,147,129,78,341
Sun 2/3/2013 12:30 PM,140,145,95,333
Sun 2/3/2013 12:45 PM,140,97,67,335
Sun 2/3/2013 1:00 PM,147,134,82,346
Sun 2/3/2013 1:15 PM,142,129,78,339
Sun 2/3/2013 1:30 PM,139,90,63,315
Sun 2/3/2013 1:45 PM,135,101,66,304
Sun 2/3/2013 2:00 PM,140,146,95,301
Sun 2/3/2013 2:15 PM,141,146,94,306
Sun 2/3/2013 2:30 PM,145,146,97,314
Sun 2/3/2013 2:45 PM,141,134,79,310
Sun 2/3/2013 3:00 PM,143,146,97,320
Sun 2/3/2013 3:15 PM,144,144,92,314
Sun 2/3/2013 3:30 PM,145,144,93,301
Sun 2/3/2013 3:45 PM,144,143,92,313
Sun 2/3/2013 4:00 PM,136,109,68,315
Sun 2/3/2013 4:15 PM,144,144,97,319
Sun 2/3/2013 4:30 PM,143,130,77,305
Sun 2/3/2013 4:45 PM,150,136,85,285
Sun 2/3/2013 5:00 PM,144,74,62,281
Sun 2/3/2013 5:15 PM,147,137,83,301
Sun 2/3/2013 5:30 PM,144,146,97,327
Sun 2/3/2013 5:45 PM,140,129,76,313
Sun 2/3/2013 6:00 PM,139,126,74,313
Sun 2/3/2013 6:15 PM,140,112,70,299
Sun 2/3/2013 6:30 PM,142,141,86,305
Sun 2/3/2013 6:45 PM,141,142,87,315
Sun 2/3/2013 7:00 PM,146,137,84,319
Sun 2/3/2013 7:15 PM,147,119,74,299
Sun 2/3/2013 7:30 PM,143,133,78,309
Sun 2/3/2013 7:45 PM,137,92,64,288
Sun 2/3/2013 8:00 PM,135,123,71,302
Sun 2/3/2013 8:15 PM,142,125,75,307
Sun 2/3/2013 8:30 PM,145,145,98,316
Sun 2/3/2013 8:45 PM,146,135,82,316
Sun 2/3/2013 9:00 PM,144,129,78,335
Sun 2/3/2013 9:15 PM,135,93,65,329
Sun 2/3/2013 9:30 PM,143,89,66,314
Sun 2/3/2013 9:45 PM,147,124,77,309
Sun 2/3/2013 10:00 PM,135,99,67,310
Sun 2/3/2013 10:15 PM,141,112,71,330
Sun 2/3/2013 10:30 PM,144,142,91,335
Sun 2/3/2013 10:45 PM,140,100,67,324
Sun 2/3/2013 11:00 PM,137,128,74,349
Sun 2/3/2013 11:15 PM,131,93,63,338
Sun 2/3/2013 11:30 PM,139,130,76,343
Sun 2/3/2013 11:45 PM,147,145,99,404
Mon 2/4/2013 12:00 AM,143,136,138,474
Mon 2/4/2013 12:15 AM,143,146,97,471
Mon 2/4/2013 12:30 AM,144,268,226,652
Mon 2/4/2013 12:45 AM,140,368,255,795
Mon 2/4/2013 1:00 AM,143,369,273,840
Mon 2/4/2013 1:15 AM,141,371,278,865
Mon 2/4/2013 1:30 AM,142,370,280,883
Mon 2/4/2013 1:45 AM,143,360,260,864
Mon 2/4/2013 2:00 AM,142,358,251,869
Mon 2/4/2013 2:15 AM,143,369,263,884
Mon 2/4/2013 2:30 AM,142,369,264,896
Mon 2/4/2013 2:45 AM,144,370,282,893
Mon 2/4/2013 3:00 AM,143,368,258,930
Mon 2/4/2013 3:15 AM,142,348,246,912
Mon 2/4/2013 3:30 AM,143,369,263,917
Mon 2/4/2013 3:45 AM,143,369,259,911
Mon 2/4/2013 4:00 AM,144,366,259,934
Mon 2/4/2013 4:15 AM,144,368,259,929
Mon 2/4/2013 4:30 AM,142,370,257,936
Mon 2/4/2013 4:45 AM,143,393,263,925
Mon 2/4/2013 5:00 AM,143,369,277,935
Mon 2/4/2013 5:15 AM,143,362,256,935
Mon 2/4/2013 5:30 AM,144,368,280,940
Mon 2/4/2013 5:45 AM,143,387,268,929
Mon 2/4/2013 6:00 AM,144,367,266,924
Mon 2/4/2013 6:15 AM,141,366,264,934
Mon 2/4/2013 6:30 AM,143,404,273,943
Mon 2/4/2013 6:45 AM,143,407,287,938
Mon 2/4/2013 7:00 AM,143,369,267,934
Mon 2/4/2013 7:15 AM,144,370,277,947
Mon 2/4/2013 7:30 AM,145,394,284,945
Mon 2/4/2013 7:45 AM,145,413,276,957
Mon 2/4/2013 8:00 AM,147,464,314,957
Mon 2/4/2013 8:15 AM,143,369,277,955
Mon 2/4/2013 8:30 AM,144,371,277,966
Mon 2/4/2013 8:45 AM,143,367,273,958
Mon 2/4/2013 9:00 AM,145,395,291,952
Mon 2/4/2013 9:15 AM,151,397,288,870
Mon 2/4/2013 9:30 AM,140,336,242,858
Mon 2/4/2013 9:45 AM,144,368,274,845
Mon 2/4/2013 10:00 AM,146,240,228,809
Mon 2/4/2013 10:15 AM,144,322,244,794
Mon 2/4/2013 10:30 AM,142,206,219,789
Mon 2/4/2013 10:45 AM,145,291,192,798
Mon 2/4/2013 11:00 AM,144,294,191,792
Mon 2/4/2013 11:15 AM,142,286,187,778
Mon 2/4/2013 11:30 AM,144,308,208,785
Mon 2/4/2013 11:45 AM,144,302,201,780
Mon 2/4/2013 12:00 PM,142,309,211,849
Mon 2/4/2013 12:15 PM,142,310,210,826
Mon 2/4/2013 12:30 PM,142,300,195,845
Mon 2/4/2013 12:45 PM,147,308,216,867
Mon 2/4/2013 1:00 PM,143,310,212,869
Mon 2/4/2013 1:15 PM,136,348,230,893
Mon 2/4/2013 1:30 PM,142,335,228,898
Mon 2/4/2013 1:45 PM,143,335,236,884
Mon 2/4/2013 2:00 PM,143,323,244,887
Mon 2/4/2013 2:15 PM,143,362,243,902
Mon 2/4/2013 2:30 PM,143,377,265,911
Mon 2/4/2013 2:45 PM,136,392,261,886
Mon 2/4/2013 3:00 PM,138,370,253,893
Mon 2/4/2013 3:15 PM,139,373,247,905
Mon 2/4/2013 3:30 PM,139,396,269,912
Mon 2/4/2013 3:45 PM,143,361,252,900
Mon 2/4/2013 4:00 PM,146,362,251,900
Mon 2/4/2013 4:15 PM,135,368,241,906
Mon 2/4/2013 4:30 PM,135,369,237,906
Mon 2/4/2013 4:45 PM,134,309,213,886
Mon 2/4/2013 5:00 PM,140,354,242,898
Mon 2/4/2013 5:15 PM,136,387,257,915
Mon 2/4/2013 5:30 PM,131,375,241,925
Mon 2/4/2013 5:45 PM,140,355,242,905
Mon 2/4/2013 6:00 PM,139,356,241,898
Mon 2/4/2013 6:15 PM,141,348,252,907
Mon 2/4/2013 6:30 PM,135,367,251,911
Mon 2/4/2013 6:45 PM,131,386,251,926
Mon 2/4/2013 7:00 PM,139,398,271,928
Mon 2/4/2013 7:15 PM,137,381,259,945
Mon 2/4/2013 7:30 PM,134,398,268,995
Mon 2/4/2013 7:45 PM,135,388,246,982
Mon 2/4/2013 8:00 PM,136,398,271,985
Mon 2/4/2013 8:15 PM,134,397,266,971
Mon 2/4/2013 8:30 PM,137,379,252,964
Mon 2/4/2013 8:45 PM,134,370,244,945
Mon 2/4/2013 9:00 PM,132,381,245,969
Mon 2/4/2013 9:15 PM,141,396,273,968
Mon 2/4/2013 9:30 PM,143,376,260,983
Mon 2/4/2013 9:45 PM,143,371,261,959
Mon 2/4/2013 10:00 PM,136,358,241,942
Mon 2/4/2013 10:15 PM,131,341,215,936
Mon 2/4/2013 10:30 PM,134,395,256,920
Mon 2/4/2013 10:45 PM,142,387,268,925
Mon 2/4/2013 11:00 PM,137,361,250,917
Mon 2/4/2013 11:15 PM,139,336,243,945
Mon 2/4/2013 11:30 PM,132,360,229,977
Mon 2/4/2013 11:45 PM,140,373,250,968
Tue 2/5/2013 12:00 AM,136,343,238,975
Tue 2/5/2013 12:15 AM,130,364,228,953
Tue 2/5/2013 12:30 AM,140,396,271,977
Tue 2/5/2013 12:45 AM,138,360,246,971
Tue 2/5/2013 1:00 AM,138,380,249,987
Tue 2/5/2013 1:15 AM,135,399,265,976
Tue 2/5/2013 1:30 AM,135,347,231,968
Tue 2/5/2013 1:45 AM,135,318,214,925
Tue 2/5/2013 2:00 AM,139,350,247,920
Tue 2/5/2013 2:15 AM,140,302,229,881
Tue 2/5/2013 2:30 AM,137,304,210,868
Tue 2/5/2013 2:45 AM,134,293,210,799
Tue 2/5/2013 3:00 AM,129,274,196,836
Tue 2/5/2013 3:15 AM,142,287,191,817
Tue 2/5/2013 3:30 AM,132,269,165,835
Tue 2/5/2013 3:45 AM,137,263,170,784
Tue 2/5/2013 4:00 AM,133,245,161,792
Tue 2/5/2013 4:15 AM,143,276,177,781
Tue 2/5/2013 4:30 AM,127,291,172,828
Tue 2/5/2013 4:45 AM,144,308,213,842
Tue 2/5/2013 5:00 AM,135,293,181,828
Tue 2/5/2013 5:15 AM,144,307,214,836
Tue 2/5/2013 5:30 AM,138,299,190,831
Tue 2/5/2013 5:45 AM,138,294,185,834
Tue 2/5/2013 6:00 AM,142,308,211,821
Tue 2/5/2013 6:15 AM,130,300,182,877
Tue 2/5/2013 6:30 AM,140,310,211,898
Tue 2/5/2013 6:45 AM,127,252,190,883
Tue 2/5/2013 7:00 AM,138,346,226,908
Tue 2/5/2013 7:15 AM,139,367,241,911
Tue 2/5/2013 7:30 AM,138,369,238,914
Tue 2/5/2013 7:45 AM,139,347,228,921
Tue 2/5/2013 8:00 AM,137,345,235,934
Tue 2/5/2013 8:15 AM,139,387,271,942
Tue 2/5/2013 8:30 AM,140,358,249,943
Tue 2/5/2013 8:45 AM,140,366,246,931
Tue 2/5/2013 9:00 AM,138,356,249,931
Tue 2/5/2013 9:15 AM,140,376,253,961
Tue 2/5/2013 9:30 AM,134,379,243,968
Tue 2/5/2013 9:45 AM,138,362,244,943
Tue 2/5/2013 10:00 AM,140,364,248,977
Tue 2/5/2013 10:15 AM,140,353,253,948
Tue 2/5/2013 10:30 AM,141,382,263,954
Tue 2/5/2013 10:45 AM,138,360,243,945
Tue 2/5/2013 11:00 AM,139,358,246,947
Tue 2/5/2013 11:15 AM,141,374,257,953
Tue 2/5/2013 11:30 AM,137,356,233,948
Tue 2/5/2013 11:45 AM,140,348,229,917
Tue 2/5/2013 12:00 PM,135,352,227,943
Tue 2/5/2013 12:15 PM,138,368,244,949
Tue 2/5/2013 12:30 PM,139,385,262,962
Tue 2/5/2013 12:45 PM,137,353,232,952
Tue 2/5/2013 1:00 PM,138,380,260,986
Tue 2/5/2013 1:15 PM,137,374,246,954
Tue 2/5/2013 1:30 PM,136,333,224,929
Tue 2/5/2013 1:45 PM,137,362,243,933
Tue 2/5/2013 2:00 PM,139,397,272,903
Tue 2/5/2013 2:15 PM,136,350,232,902
Tue 2/5/2013 2:30 PM,137,377,248,925
Tue 2/5/2013 2:45 PM,142,362,253,891
Tue 2/5/2013 3:00 PM,136,353,242,886
Tue 2/5/2013 3:15 PM,142,359,263,877
Tue 2/5/2013 3:30 PM,136,333,224,861
Tue 2/5/2013 3:45 PM,137,324,228,850
Tue 2/5/2013 4:00 PM,141,336,231,840
Tue 2/5/2013 4:15 PM,136,331,216,845
Tue 2/5/2013 4:30 PM,139,282,212,869
Tue 2/5/2013 4:45 PM,137,329,222,878
Tue 2/5/2013 5:00 PM,137,354,233,887
Tue 2/5/2013 5:15 PM,138,389,257,928
Tue 2/5/2013 5:30 PM,140,393,272,930
Tue 2/5/2013 5:45 PM,137,321,222,888
Tue 2/5/2013 6:00 PM,141,382,263,908
Tue 2/5/2013 6:15 PM,138,376,250,898
Tue 2/5/2013 6:30 PM,139,334,220,869
Tue 2/5/2013 6:45 PM,136,372,240,883
Tue 2/5/2013 7:00 PM,137,374,248,897
Tue 2/5/2013 7:15 PM,134,331,215,867
Tue 2/5/2013 7:30 PM,136,352,227,883
Tue 2/5/2013 7:45 PM,137,343,225,864
Tue 2/5/2013 8:00 PM,136,349,226,892
Tue 2/5/2013 8:15 PM,135,347,222,928
Tue 2/5/2013 8:30 PM,139,387,266,939
Tue 2/5/2013 8:45 PM,141,348,229,936
Tue 2/5/2013 9:00 PM,139,377,249,944
Tue 2/5/2013 9:15 PM,139,386,258,959
Tue 2/5/2013 9:30 PM,136,353,225,942
Tue 2/5/2013 9:45 PM,137,373,241,936
Tue 2/5/2013 10:00 PM,141,367,244,924
Tue 2/5/2013 10:15 PM,138,376,240,945
Tue 2/5/2013 10:30 PM,137,382,259,926
Tue 2/5/2013 10:45 PM,140,369,239,893
Tue 2/5/2013 11:00 PM,137,361,231,870
Tue 2/5/2013 11:15 PM,135,318,209,814
Tue 2/5/2013 11:30 PM,140,335,226,836
Tue 2/5/2013 11:45 PM,137,339,224,836
Wed 2/6/2013 12:00 AM,138,330,219,817
Wed 2/6/2013 12:15 AM,136,282,199,813
Wed 2/6/2013 12:30 AM,136,241,188,807
Wed 2/6/2013 12:45 AM,142,337,230,776
Wed 2/6/2013 1:00 AM,137,292,203,785
Wed 2/6/2013 1:15 AM,136,247,188,766
Wed 2/6/2013 1:30 AM,138,307,208,785
Wed 2/6/2013 1:45 AM,139,299,210,753
Wed 2/6/2013 2:00 AM,139,264,196,783
Wed 2/6/2013 2:15 AM,138,302,209,837
Wed 2/6/2013 2:30 AM,138,321,216,851
Wed 2/6/2013 2:45 AM,140,345,229,846
Wed 2/6/2013 3:00 AM,139,334,219,823
Wed 2/6/2013 3:15 AM,141,326,219,836
Wed 2/6/2013 3:30 AM,137,359,237,816
Wed 2/6/2013 3:45 AM,142,308,218,840
Wed 2/6/2013 4:00 AM,136,333,222,861
Wed 2/6/2013 4:15 AM,139,370,252,869
Wed 2/6/2013 4:30 AM,135,336,219,864
Wed 2/6/2013 4:45 AM,139,358,240,873
Wed 2/6/2013 5:00 AM,137,356,233,877
Wed 2/6/2013 5:15 AM,137,339,223,875
Wed 2/6/2013 5:30 AM,137,349,227,886
Wed 2/6/2013 5:45 AM,139,357,235,908
Wed 2/6/2013 6:00 AM,138,354,230,889
Wed 2/6/2013 6:15 AM,137,353,230,905
Wed 2/6/2013 6:30 AM,136,359,232,872
Wed 2/6/2013 6:45 AM,137,363,229,865
Wed 2/6/2013 7:00 AM,137,319,213,831
Wed 2/6/2013 7:15 AM,136,333,218,822
Wed 2/6/2013 7:30 AM,142,310,216,800
Wed 2/6/2013 7:45 AM,138,262,193,762
Wed 2/6/2013 8:00 AM,135,184,172,764
Wed 2/6/2013 8:15 AM,142,343,232,771
Wed 2/6/2013 8:30 AM,139,307,212,750
Wed 2/6/2013 8:45 AM,139,281,203,767
Wed 2/6/2013 9:00 AM,139,234,187,769
Wed 2/6/2013 9:15 AM,140,272,201,756
Wed 2/6/2013 9:30 AM,139,276,201,769
Wed 2/6/2013 9:45 AM,144,315,234,751
Wed 2/6/2013 10:00 AM,139,255,197,800
Wed 2/6/2013 10:15 AM,137,301,214,790
Wed 2/6/2013 10:30 AM,137,220,191,789
Wed 2/6/2013 10:45 AM,138,220,192,762
Wed 2/6/2013 11:00 AM,136,175,182,761
Wed 2/6/2013 11:15 AM,137,273,206,776
Wed 2/6/2013 11:30 AM,136,218,191,759
Wed 2/6/2013 11:45 AM,138,268,204,776
Wed 2/6/2013 12:00 PM,140,267,207,799
Wed 2/6/2013 12:15 PM,139,260,204,794
Wed 2/6/2013 12:30 PM,138,300,202,794
Wed 2/6/2013 12:45 PM,136,272,196,800
Wed 2/6/2013 1:00 PM,136,326,210,809
Wed 2/6/2013 1:15 PM,140,333,220,812
Wed 2/6/2013 1:30 PM,134,286,197,832
Wed 2/6/2013 1:45 PM,138,329,228,855
Wed 2/6/2013 2:00 PM,136,250,187,823
Wed 2/6/2013 2:15 PM,140,302,213,802
Wed 2/6/2013 2:30 PM,138,305,204,811
Wed 2/6/2013 2:45 PM,137,298,202,786
Wed 2/6/2013 3:00 PM,136,344,225,803
Wed 2/6/2013 3:15 PM,136,240,185,773
Wed 2/6/2013 3:30 PM,139,288,203,773
Wed 2/6/2013 3:45 PM,142,320,218,811
Wed 2/6/2013 4:00 PM,138,296,201,812
Wed 2/6/2013 4:15 PM,141,280,200,811
Wed 2/6/2013 4:30 PM,139,273,196,793
Wed 2/6/2013 4:45 PM,137,289,203,778
Wed 2/6/2013 5:00 PM,137,247,188,764
Wed 2/6/2013 5:15 PM,141,296,216,788
Wed 2/6/2013 5:30 PM,138,312,214,813
Wed 2/6/2013 5:45 PM,134,253,188,813
Wed 2/6/2013 6:00 PM,139,278,203,776
Wed 2/6/2013 6:15 PM,136,246,189,789
Wed 2/6/2013 6:30 PM,138,300,216,781
Wed 2/6/2013 6:45 PM,135,264,191,760
Wed 2/6/2013 7:00 PM,137,311,211,780
Wed 2/6/2013 7:15 PM,137,289,200,781
Wed 2/6/2013 7:30 PM,142,335,226,792
Wed 2/6/2013 7:45 PM,137,244,186,771
Wed 2/6/2013 8:00 PM,136,249,186,790
Wed 2/6/2013 8:15 PM,139,304,215,786
Wed 2/6/2013 8:30 PM,135,304,206,812
Wed 2/6/2013 8:45 PM,139,319,213,808
Wed 2/6/2013 9:00 PM,138,294,203,818
Wed 2/6/2013 9:15 PM,136,303,204,812
Wed 2/6/2013 9:30 PM,138,315,210,799
Wed 2/6/2013 9:45 PM,137,290,197,811
Wed 2/6/2013 10:00 PM,145,355,253,799
Wed 2/6/2013 10:15 PM,138,312,210,807
Wed 2/6/2013 10:30 PM,140,343,228,845
Wed 2/6/2013 10:45 PM,139,321,214,847
Wed 2/6/2013 11:00 PM,138,309,209,856
Wed 2/6/2013 11:15 PM,140,360,239,910
Wed 2/6/2013 11:30 PM,136,309,207,875
Wed 2/6/2013 11:45 PM,141,367,242,873
Thu 2/7/2013 12:00 AM,138,307,207,846
Thu 2/7/2013 12:15 AM,139,313,210,870
Thu 2/7/2013 12:30 AM,137,306,212,846
Thu 2/7/2013 12:45 AM,139,307,208,868
Thu 2/7/2013 1:00 AM,140,329,223,865
Thu 2/7/2013 1:15 AM,136,346,224,903
Thu 2/7/2013 1:30 AM,138,375,248,906
Thu 2/7/2013 1:45 AM,134,291,199,853
Thu 2/7/2013 2:00 AM,138,357,233,902
Thu 2/7/2013 2:15 AM,140,371,242,934
Thu 2/7/2013 2:30 AM,138,358,230,948
Thu 2/7/2013 2:45 AM,137,366,235,912
Thu 2/7/2013 3:00 AM,139,349,231,905
Thu 2/7/2013 3:15 AM,135,351,222,915
Thu 2/7/2013 3:30 AM,141,378,253,939
Thu 2/7/2013 3:45 AM,137,346,225,940
Thu 2/7/2013 4:00 AM,139,342,225,916
Thu 2/7/2013 4:15 AM,139,357,235,893
Thu 2/7/2013 4:30 AM,137,366,235,922
Thu 2/7/2013 4:45 AM,139,373,248,934
Thu 2/7/2013 5:00 AM,138,371,242,926
Thu 2/7/2013 5:15 AM,137,329,215,922
Thu 2/7/2013 5:30 AM,136,382,243,939
Thu 2/7/2013 5:45 AM,138,346,225,912
Thu 2/7/2013 6:00 AM,138,359,230,914
Thu 2/7/2013 6:15 AM,140,390,265,919
Thu 2/7/2013 6:30 AM,136,371,235,921
Thu 2/7/2013 6:45 AM,137,384,250,940
Thu 2/7/2013 7:00 AM,136,342,224,930
Thu 2/7/2013 7:15 AM,139,388,260,931
Thu 2/7/2013 7:30 AM,140,387,261,925
Thu 2/7/2013 7:45 AM,136,359,236,915
Thu 2/7/2013 8:00 AM,137,338,219,931
Thu 2/7/2013 8:15 AM,139,378,249,947
Thu 2/7/2013 8:30 AM,140,397,270,935
Thu 2/7/2013 8:45 AM,137,371,238,926
Thu 2/7/2013 9:00 AM,139,357,234,949
Thu 2/7/2013 9:15 AM,136,371,239,954
Thu 2/7/2013 9:30 AM,137,367,236,936
Thu 2/7/2013 9:45 AM,139,379,251,902
Thu 2/7/2013 10:00 AM,139,368,242,864
Thu 2/7/2013 10:15 AM,138,347,227,865
Thu 2/7/2013 10:30 AM,139,351,230,864
Thu 2/7/2013 10:45 AM,143,336,235,861
Thu 2/7/2013 11:00 AM,137,315,211,847
Thu 2/7/2013 11:15 AM,135,347,227,872
Thu 2/7/2013 11:30 AM,137,335,218,872
Thu 2/7/2013 11:45 AM,138,338,219,868
Thu 2/7/2013 12:00 PM,136,332,216,884
Thu 2/7/2013 12:15 PM,139,363,235,939
Thu 2/7/2013 12:30 PM,141,390,267,957
Thu 2/7/2013 12:45 PM,138,364,240,930
Thu 2/7/2013 1:00 PM,136,322,210,929
Thu 2/7/2013 1:15 PM,141,387,265,905
Thu 2/7/2013 1:30 PM,139,361,240,889
Thu 2/7/2013 1:45 PM,140,348,223,897
Thu 2/7/2013 2:00 PM,133,124,84,883
Thu 2/7/2013 2:15 PM,138,133,93,887
Thu 2/7/2013 2:30 PM,137,133,92,850
Thu 2/7/2013 2:45 PM,141,159,109,889
Thu 2/7/2013 3:00 PM,138,161,108,897
Thu 2/7/2013 3:15 PM,137,139,93,874
Thu 2/7/2013 3:30 PM,141,135,95,865
Thu 2/7/2013 3:45 PM,136,120,86,865
Thu 2/7/2013 4:00 PM,138,130,90,870
Thu 2/7/2013 4:15 PM,138,123,87,869
Thu 2/7/2013 4:30 PM,137,116,86,879
Thu 2/7/2013 4:45 PM,136,121,87,878
Thu 2/7/2013 5:00 PM,136,104,83,856
Thu 2/7/2013 5:15 PM,138,123,87,831
Thu 2/7/2013 5:30 PM,138,143,96,802
Thu 2/7/2013 5:45 PM,136,136,92,874
Thu 2/7/2013 6:00 PM,134,130,89,834
Thu 2/7/2013 6:15 PM,134,126,88,773
Thu 2/7/2013 6:30 PM,137,136,93,750
Thu 2/7/2013 6:45 PM,134,145,95,793
Thu 2/7/2013 7:00 PM,137,154,103,776
Thu 2/7/2013 7:15 PM,137,134,91,821
Thu 2/7/2013 7:30 PM,137,114,86,817
Thu 2/7/2013 7:45 PM,137,125,88,846
Thu 2/7/2013 8:00 PM,140,138,97,856
Thu 2/7/2013 8:15 PM,142,156,106,859
Thu 2/7/2013 8:30 PM,137,151,103,847
Thu 2/7/2013 8:45 PM,138,141,96,841
Thu 2/7/2013 9:00 PM,136,149,101,861
Thu 2/7/2013 9:15 PM,138,144,99,864
Thu 2/7/2013 9:30 PM,137,142,96,864
Thu 2/7/2013 9:45 PM,137,132,92,865
Thu 2/7/2013 10:00 PM,129,133,90,872
Thu 2/7/2013 10:15 PM,139,148,101,853
Thu 2/7/2013 10:30 PM,138,155,104,868
Thu 2/7/2013 10:45 PM,139,149,101,850
Thu 2/7/2013 11:00 PM,135,111,85,773
Thu 2/7/2013 11:15 PM,140,123,90,781
Thu 2/7/2013 11:30 PM,139,118,87,788
Thu 2/7/2013 11:45 PM,138,85,78,748
Fri 2/8/2013 12:00 AM,141,68,73,742
Fri 2/8/2013 12:15 AM,140,50,67,652
Fri 2/8/2013 12:30 AM,143,99,83,644
Fri 2/8/2013 12:45 AM,129,94,79,719
Fri 2/8/2013 1:00 AM,135,116,85,719
Fri 2/8/2013 1:15 AM,139,116,87,672
Fri 2/8/2013 1:30 AM,142,132,94,685
Fri 2/8/2013 1:45 AM,142,125,91,680
Fri 2/8/2013 2:00 AM,140,87,80,672
Fri 2/8/2013 2:15 AM,138,135,94,717
Fri 2/8/2013 2:30 AM,136,131,91,742
Fri 2/8/2013 2:45 AM,134,145,96,750
Fri 2/8/2013 3:00 AM,141,164,114,764
Fri 2/8/2013 3:15 AM,139,140,96,760
Fri 2/8/2013 3:30 AM,137,135,93,757
Fri 2/8/2013 3:45 AM,137,123,88,733
Fri 2/8/2013 4:00 AM,138,113,85,739
Fri 2/8/2013 4:15 AM,138,118,88,746
Fri 2/8/2013 4:30 AM,138,150,102,759
Fri 2/8/2013 4:45 AM,133,140,93,761
Fri 2/8/2013 5:00 AM,135,120,87,709
Fri 2/8/2013 5:15 AM,141,146,100,694
Fri 2/8/2013 5:30 AM,139,151,102,715
Fri 2/8/2013 5:45 AM,140,153,106,715
Fri 2/8/2013 6:00 AM,134,131,90,776
Fri 2/8/2013 6:15 AM,142,148,105,727
Fri 2/8/2013 6:30 AM,137,136,93,756
Fri 2/8/2013 6:45 AM,138,147,99,743
Fri 2/8/2013 7:00 AM,137,143,97,715
Fri 2/8/2013 7:15 AM,141,132,93,705
Fri 2/8/2013 7:30 AM,141,160,109,717
Fri 2/8/2013 7:45 AM,136,133,91,713
Fri 2/8/2013 8:00 AM,136,144,95,745
Fri 2/8/2013 8:15 AM,138,143,97,745
Fri 2/8/2013 8:30 AM,136,151,100,783
Fri 2/8/2013 8:45 AM,141,162,110,756
Fri 2/8/2013 9:00 AM,137,0,0,759
Fri 2/8/2013 9:15 AM,138,151,102,751
Fri 2/8/2013 9:30 AM,135,135,91,756
Fri 2/8/2013 9:45 AM,140,148,100,722
Fri 2/8/2013 10:00 AM,138,142,97,752
Fri 2/8/2013 10:15 AM,140,0,0,779
Fri 2/8/2013 10:30 AM,138,0,0,790
Fri 2/8/2013 10:45 AM,138,0,0,778
Fri 2/8/2013 11:00 AM,139,0,0,745
Fri 2/8/2013 11:15 AM,137,155,104,774
Fri 2/8/2013 11:30 AM,139,300,196,738
Fri 2/8/2013 11:45 AM,142,307,207,773
Fri 2/8/2013 12:00 PM,141,296,200,795
Fri 2/8/2013 12:15 PM,140,280,190,780
Fri 2/8/2013 12:30 PM,138,259,168,774
Fri 2/8/2013 12:45 PM,140,280,182,781
Fri 2/8/2013 1:00 PM,141,295,198,775
Fri 2/8/2013 1:15 PM,136,257,165,785
Fri 2/8/2013 1:30 PM,140,292,191,767
Fri 2/8/2013 1:45 PM,137,240,162,762
Fri 2/8/2013 2:00 PM,136,266,170,724
Fri 2/8/2013 2:15 PM,142,306,207,788
Fri 2/8/2013 2:30 PM,139,311,211,793
Fri 2/8/2013 2:45 PM,137,294,186,750
Fri 2/8/2013 3:00 PM,139,273,175,788
Fri 2/8/2013 3:15 PM,138,288,182,775
Fri 2/8/2013 3:30 PM,141,309,213,771
Fri 2/8/2013 3:45 PM,138,294,187,761
Fri 2/8/2013 4:00 PM,139,260,170,764
Fri 2/8/2013 4:15 PM,137,310,208,766
Fri 2/8/2013 4:30 PM,143,299,210,756
Fri 2/8/2013 4:45 PM,136,293,183,764
Fri 2/8/2013 5:00 PM,139,229,159,755
Fri 2/8/2013 5:15 PM,135,290,180,769
Fri 2/8/2013 5:30 PM,141,302,203,742
Fri 2/8/2013 5:45 PM,135,291,180,748
Fri 2/8/2013 6:00 PM,139,263,172,728
Fri 2/8/2013 6:15 PM,139,253,169,718
