Note: Target head pressure setpoints changed as follows,,,,
Through 2/4/13 - 145 psi,,,,
2/4/13 Ð 145psi -> 140psi,,,,
2/20/13 Ð 140psi -> 135psi,,,,
3/7/13 Ð 135psi -> 130psi,,,,
Date & Time,Discharge pressure (psig),Load (tons),Refr compressor power (kW),Utility power (kW)
Tue 2/19/2013 1:00 AM,139,310,210,855
Tue 2/19/2013 1:15 AM,137,375,254,922
Tue 2/19/2013 1:30 AM,138,373,249,949
Tue 2/19/2013 1:45 AM,138,336,235,950
Tue 2/19/2013 2:00 AM,137,328,235,939
Tue 2/19/2013 2:15 AM,138,383,257,958
Tue 2/19/2013 2:30 AM,139,397,271,972
Tue 2/19/2013 2:45 AM,138,375,256,992
Tue 2/19/2013 3:00 AM,141,394,272,997
Tue 2/19/2013 3:15 AM,135,309,211,957
Tue 2/19/2013 3:30 AM,136,291,211,930
Tue 2/19/2013 3:45 AM,137,304,229,912
Tue 2/19/2013 4:00 AM,137,311,208,919
Tue 2/19/2013 4:15 AM,137,311,207,936
Tue 2/19/2013 4:30 AM,139,379,256,971
Tue 2/19/2013 4:45 AM,138,371,259,977
Tue 2/19/2013 5:00 AM,137,344,236,948
Tue 2/19/2013 5:15 AM,137,336,239,943
Tue 2/19/2013 5:30 AM,138,355,235,948
Tue 2/19/2013 5:45 AM,135,376,249,966
Tue 2/19/2013 6:00 AM,138,362,240,961
Tue 2/19/2013 6:15 AM,137,327,217,958
Tue 2/19/2013 6:30 AM,139,374,258,962
Tue 2/19/2013 6:45 AM,138,343,238,928
Tue 2/19/2013 7:00 AM,140,393,264,948
Tue 2/19/2013 7:15 AM,137,364,241,959
Tue 2/19/2013 7:30 AM,138,348,233,930
Tue 2/19/2013 7:45 AM,137,311,219,896
Tue 2/19/2013 8:00 AM,137,311,237,894
Tue 2/19/2013 8:15 AM,138,347,241,920
Tue 2/19/2013 8:30 AM,139,371,243,911
Tue 2/19/2013 8:45 AM,134,349,222,894
Tue 2/19/2013 9:00 AM,137,296,212,879
Tue 2/19/2013 9:15 AM,139,361,246,884
Tue 2/19/2013 9:30 AM,142,353,253,911
Tue 2/19/2013 9:45 AM,135,319,222,886
Tue 2/19/2013 10:00 AM,138,333,242,892
Tue 2/19/2013 10:15 AM,142,311,243,902
Tue 2/19/2013 10:30 AM,139,303,193,886
Tue 2/19/2013 10:45 AM,136,311,202,859
Tue 2/19/2013 11:00 AM,141,310,211,853
Tue 2/19/2013 11:15 AM,141,310,212,860
Tue 2/19/2013 11:30 AM,141,308,211,858
Tue 2/19/2013 11:45 AM,137,309,208,865
Tue 2/19/2013 12:00 PM,136,335,225,896
Tue 2/19/2013 12:15 PM,136,306,224,840
Tue 2/19/2013 12:30 PM,139,290,184,776
Tue 2/19/2013 12:45 PM,142,265,171,766
Tue 2/19/2013 1:00 PM,142,295,201,753
Tue 2/19/2013 1:15 PM,137,286,178,755
Tue 2/19/2013 1:30 PM,137,276,177,753
Tue 2/19/2013 1:45 PM,141,211,158,729
Tue 2/19/2013 2:00 PM,140,299,201,747
Tue 2/19/2013 2:15 PM,142,278,182,785
Tue 2/19/2013 2:30 PM,139,306,209,769
Tue 2/19/2013 2:45 PM,135,238,160,761
Tue 2/19/2013 3:00 PM,135,290,181,788
Tue 2/19/2013 3:15 PM,138,312,205,794
Tue 2/19/2013 3:30 PM,137,292,187,781
Tue 2/19/2013 3:45 PM,141,311,211,803
Tue 2/19/2013 4:00 PM,136,310,206,816
Tue 2/19/2013 4:15 PM,136,287,179,793
Tue 2/19/2013 4:30 PM,136,294,185,794
Tue 2/19/2013 4:45 PM,137,311,207,771
Tue 2/19/2013 5:00 PM,137,312,207,779
Tue 2/19/2013 5:15 PM,138,311,208,788
Tue 2/19/2013 5:30 PM,137,350,241,816
Tue 2/19/2013 5:45 PM,139,316,236,809
Tue 2/19/2013 6:00 PM,138,297,190,800
Tue 2/19/2013 6:15 PM,137,300,187,779
Tue 2/19/2013 6:30 PM,136,290,181,766
Tue 2/19/2013 6:45 PM,136,300,187,734
Tue 2/19/2013 7:00 PM,141,311,210,717
Tue 2/19/2013 7:15 PM,141,307,209,846
Tue 2/19/2013 7:30 PM,137,284,177,856
Tue 2/19/2013 7:45 PM,138,300,188,837
Tue 2/19/2013 8:00 PM,137,307,197,851
Tue 2/19/2013 8:15 PM,138,311,208,802
Tue 2/19/2013 8:30 PM,137,301,195,798
Tue 2/19/2013 8:45 PM,136,354,230,847
Tue 2/19/2013 9:00 PM,136,316,214,851
Tue 2/19/2013 9:15 PM,136,334,224,832
Tue 2/19/2013 9:30 PM,138,285,206,797
Tue 2/19/2013 9:45 PM,138,312,206,809
Tue 2/19/2013 10:00 PM,135,298,187,771
Tue 2/19/2013 10:15 PM,136,300,191,800
Tue 2/19/2013 10:30 PM,137,311,208,821
Tue 2/19/2013 10:45 PM,136,285,183,798
Tue 2/19/2013 11:00 PM,136,270,170,766
Tue 2/19/2013 11:15 PM,137,304,194,790
Tue 2/19/2013 11:30 PM,136,307,198,821
Tue 2/19/2013 11:45 PM,141,302,201,804
Wed 2/20/2013 12:00 AM,137,305,197,817
Wed 2/20/2013 12:15 AM,138,307,208,816
Wed 2/20/2013 12:30 AM,137,310,207,797
Wed 2/20/2013 12:45 AM,136,301,188,794
Wed 2/20/2013 1:00 AM,136,300,185,803
Wed 2/20/2013 1:15 AM,137,303,194,793
Wed 2/20/2013 1:30 AM,136,296,183,813
Wed 2/20/2013 1:45 AM,146,309,216,816
Wed 2/20/2013 2:00 AM,140,310,210,863
Wed 2/20/2013 2:15 AM,135,355,226,948
Wed 2/20/2013 2:30 AM,137,379,244,920
Wed 2/20/2013 2:45 AM,137,341,225,920
Wed 2/20/2013 3:00 AM,142,363,239,922
Wed 2/20/2013 3:15 AM,137,360,233,922
Wed 2/20/2013 3:30 AM,136,359,235,921
Wed 2/20/2013 3:45 AM,137,363,234,925
Wed 2/20/2013 4:00 AM,135,329,217,931
Wed 2/20/2013 4:15 AM,137,362,244,930
Wed 2/20/2013 4:30 AM,136,355,232,914
Wed 2/20/2013 4:45 AM,139,366,251,915
Wed 2/20/2013 5:00 AM,138,304,213,900
Wed 2/20/2013 5:15 AM,139,370,241,882
Wed 2/20/2013 5:30 AM,139,311,215,884
Wed 2/20/2013 5:45 AM,139,302,213,873
Wed 2/20/2013 6:00 AM,139,294,211,888
Wed 2/20/2013 6:15 AM,138,322,217,893
Wed 2/20/2013 6:30 AM,140,354,231,907
Wed 2/20/2013 6:45 AM,139,305,214,901
Wed 2/20/2013 7:00 AM,138,312,216,861
Wed 2/20/2013 7:15 AM,138,319,219,864
Wed 2/20/2013 7:30 AM,134,317,223,842
Wed 2/20/2013 7:45 AM,132,260,188,814
Wed 2/20/2013 8:00 AM,134,321,213,851
Wed 2/20/2013 8:15 AM,134,365,236,887
Wed 2/20/2013 8:30 AM,133,296,210,872
Wed 2/20/2013 8:45 AM,136,295,225,870
Wed 2/20/2013 9:00 AM,134,305,214,881
Wed 2/20/2013 9:15 AM,135,324,225,851
Wed 2/20/2013 9:30 AM,132,266,196,859
Wed 2/20/2013 9:45 AM,132,274,168,803
Wed 2/20/2013 10:00 AM,134,300,195,766
Wed 2/20/2013 10:15 AM,134,308,194,851
Wed 2/20/2013 10:30 AM,137,312,205,865
Wed 2/20/2013 10:45 AM,135,298,184,865
Wed 2/20/2013 11:00 AM,134,312,203,887
Wed 2/20/2013 11:15 AM,134,309,193,907
Wed 2/20/2013 11:30 AM,135,313,206,875
Wed 2/20/2013 11:45 AM,131,337,232,911
Wed 2/20/2013 12:00 PM,132,364,233,933
Wed 2/20/2013 12:15 PM,136,352,246,926
Wed 2/20/2013 12:30 PM,132,367,247,917
Wed 2/20/2013 12:45 PM,132,324,221,921
Wed 2/20/2013 1:00 PM,130,334,217,917
Wed 2/20/2013 1:15 PM,135,312,222,865
Wed 2/20/2013 1:30 PM,134,296,209,844
Wed 2/20/2013 1:45 PM,133,307,226,864
Wed 2/20/2013 2:00 PM,132,300,179,861
Wed 2/20/2013 2:15 PM,133,307,189,860
Wed 2/20/2013 2:30 PM,134,313,204,911
Wed 2/20/2013 2:45 PM,131,361,233,930
Wed 2/20/2013 3:00 PM,136,337,238,931
Wed 2/20/2013 3:15 PM,132,379,251,924
Wed 2/20/2013 3:30 PM,136,345,244,925
Wed 2/20/2013 3:45 PM,131,343,217,931
Wed 2/20/2013 4:00 PM,133,344,233,926
Wed 2/20/2013 4:15 PM,132,340,223,933
Wed 2/20/2013 4:30 PM,132,328,234,933
Wed 2/20/2013 4:45 PM,132,348,230,921
Wed 2/20/2013 5:00 PM,136,323,223,914
Wed 2/20/2013 5:15 PM,131,351,224,926
Wed 2/20/2013 5:30 PM,131,357,227,928
Wed 2/20/2013 5:45 PM,132,340,226,931
Wed 2/20/2013 6:00 PM,132,330,231,930
Wed 2/20/2013 6:15 PM,133,353,234,938
Wed 2/20/2013 6:30 PM,135,369,247,950
Wed 2/20/2013 6:45 PM,131,393,254,947
Wed 2/20/2013 7:00 PM,131,381,241,953
Wed 2/20/2013 7:15 PM,135,352,239,935
Wed 2/20/2013 7:30 PM,131,340,221,917
Wed 2/20/2013 7:45 PM,136,319,240,881
Wed 2/20/2013 8:00 PM,134,313,203,875
Wed 2/20/2013 8:15 PM,130,366,226,856
Wed 2/20/2013 8:30 PM,133,364,245,846
Wed 2/20/2013 8:45 PM,133,300,215,849
Wed 2/20/2013 9:00 PM,130,356,227,870
Wed 2/20/2013 9:15 PM,134,314,226,902
Wed 2/20/2013 9:30 PM,133,306,225,894
Wed 2/20/2013 9:45 PM,133,312,203,860
Wed 2/20/2013 10:00 PM,131,307,186,847
Wed 2/20/2013 10:15 PM,132,311,202,884
Wed 2/20/2013 10:30 PM,135,391,258,905
Wed 2/20/2013 10:45 PM,132,303,208,925
Wed 2/20/2013 11:00 PM,132,336,234,889
Wed 2/20/2013 11:15 PM,131,319,209,912
Wed 2/20/2013 11:30 PM,132,350,227,914
Wed 2/20/2013 11:45 PM,131,303,207,920
Thu 2/21/2013 12:00 AM,133,345,236,916
Thu 2/21/2013 12:15 AM,132,305,220,901
Thu 2/21/2013 12:30 AM,129,304,186,898
Thu 2/21/2013 12:45 AM,133,312,206,869
Thu 2/21/2013 1:00 AM,134,311,205,859
Thu 2/21/2013 1:15 AM,135,313,207,864
Thu 2/21/2013 1:30 AM,130,358,219,900
Thu 2/21/2013 1:45 AM,130,317,213,874
Thu 2/21/2013 2:00 AM,131,363,244,915
Thu 2/21/2013 2:15 AM,131,293,209,888
Thu 2/21/2013 2:30 AM,134,329,222,872
Thu 2/21/2013 2:45 AM,135,297,220,828
Thu 2/21/2013 3:00 AM,134,309,199,834
Thu 2/21/2013 3:15 AM,134,309,198,826
Thu 2/21/2013 3:30 AM,132,296,183,858
Thu 2/21/2013 3:45 AM,131,283,175,840
Thu 2/21/2013 4:00 AM,133,297,188,840
Thu 2/21/2013 4:15 AM,132,301,187,839
Thu 2/21/2013 4:30 AM,134,311,206,851
Thu 2/21/2013 4:45 AM,132,313,206,860
Thu 2/21/2013 5:00 AM,133,305,194,872
Thu 2/21/2013 5:15 AM,134,312,206,878
Thu 2/21/2013 5:30 AM,133,310,203,869
Thu 2/21/2013 5:45 AM,133,313,204,875
Thu 2/21/2013 6:00 AM,133,305,189,878
Thu 2/21/2013 6:15 AM,134,312,205,881
Thu 2/21/2013 6:30 AM,134,356,230,921
Thu 2/21/2013 6:45 AM,137,357,248,926
Thu 2/21/2013 7:00 AM,133,327,220,887
Thu 2/21/2013 7:15 AM,133,317,223,870
Thu 2/21/2013 7:30 AM,134,295,183,835
Thu 2/21/2013 7:45 AM,135,298,181,806
Thu 2/21/2013 8:00 AM,134,298,182,814
Thu 2/21/2013 8:15 AM,134,313,201,778
Thu 2/21/2013 8:30 AM,132,264,163,741
Thu 2/21/2013 8:45 AM,133,229,153,701
Thu 2/21/2013 9:00 AM,131,208,151,706
Thu 2/21/2013 9:15 AM,132,260,164,696
Thu 2/21/2013 9:30 AM,137,267,181,719
Thu 2/21/2013 9:45 AM,131,267,167,759
Thu 2/21/2013 10:00 AM,133,261,165,719
Thu 2/21/2013 10:15 AM,135,285,187,727
Thu 2/21/2013 10:30 AM,133,266,167,745
Thu 2/21/2013 10:45 AM,134,224,155,715
Thu 2/21/2013 11:00 AM,132,215,148,719
Thu 2/21/2013 11:15 AM,133,242,158,748
Thu 2/21/2013 11:30 AM,132,259,163,766
Thu 2/21/2013 11:45 AM,136,276,174,783
Thu 2/21/2013 12:00 PM,134,273,174,781
Thu 2/21/2013 12:15 PM,132,253,159,784
Thu 2/21/2013 12:30 PM,134,288,178,778
Thu 2/21/2013 12:45 PM,134,284,178,774
Thu 2/21/2013 1:00 PM,132,245,158,781
Thu 2/21/2013 1:15 PM,131,261,169,790
Thu 2/21/2013 1:30 PM,134,270,169,773
Thu 2/21/2013 1:45 PM,134,275,171,774
Thu 2/21/2013 2:00 PM,132,282,175,776
Thu 2/21/2013 2:15 PM,132,267,166,775
Thu 2/21/2013 2:30 PM,131,295,183,789
Thu 2/21/2013 2:45 PM,134,289,181,778
Thu 2/21/2013 3:00 PM,133,295,179,799
Thu 2/21/2013 3:15 PM,133,294,183,795
Thu 2/21/2013 3:30 PM,131,276,169,789
Thu 2/21/2013 3:45 PM,133,281,175,784
Thu 2/21/2013 4:00 PM,131,250,160,739
Thu 2/21/2013 4:15 PM,132,288,181,722
Thu 2/21/2013 4:30 PM,133,272,172,712
Thu 2/21/2013 4:45 PM,137,301,192,732
Thu 2/21/2013 5:00 PM,131,292,178,789
Thu 2/21/2013 5:15 PM,132,283,173,724
Thu 2/21/2013 5:30 PM,133,259,164,710
Thu 2/21/2013 5:45 PM,134,308,197,731
Thu 2/21/2013 6:00 PM,135,260,162,724
Thu 2/21/2013 6:15 PM,131,204,147,695
Thu 2/21/2013 6:30 PM,130,279,170,733
Thu 2/21/2013 6:45 PM,133,293,181,755
Thu 2/21/2013 7:00 PM,134,294,181,748
Thu 2/21/2013 7:15 PM,130,203,145,734
Thu 2/21/2013 7:30 PM,134,272,172,722
Thu 2/21/2013 7:45 PM,132,192,145,714
Thu 2/21/2013 8:00 PM,132,244,166,708
Thu 2/21/2013 8:15 PM,130,223,154,708
Thu 2/21/2013 8:30 PM,131,228,159,698
Thu 2/21/2013 8:45 PM,133,214,158,663
Thu 2/21/2013 9:00 PM,132,205,152,676
Thu 2/21/2013 9:15 PM,132,186,150,667
Thu 2/21/2013 9:30 PM,130,160,141,657
Thu 2/21/2013 9:45 PM,134,190,149,626
Thu 2/21/2013 10:00 PM,136,214,155,623
Thu 2/21/2013 10:15 PM,137,272,173,635
Thu 2/21/2013 10:30 PM,137,204,150,607
Thu 2/21/2013 10:45 PM,132,129,132,590
Thu 2/21/2013 11:00 PM,133,166,141,569
Thu 2/21/2013 11:15 PM,125,84,61,530
Thu 2/21/2013 11:30 PM,134,147,96,485
Thu 2/21/2013 11:45 PM,137,140,85,503
Fri 2/22/2013 12:00 AM,132,147,94,503
Fri 2/22/2013 12:15 AM,134,142,85,468
Fri 2/22/2013 12:30 AM,129,135,76,431
Fri 2/22/2013 12:45 AM,133,142,84,447
Fri 2/22/2013 1:00 AM,129,130,73,419
Fri 2/22/2013 1:15 AM,135,123,72,404
Fri 2/22/2013 1:30 AM,134,93,66,391
Fri 2/22/2013 1:45 AM,136,146,93,389
Fri 2/22/2013 2:00 AM,134,91,64,390
Fri 2/22/2013 2:15 AM,133,135,76,398
Fri 2/22/2013 2:30 AM,136,124,72,389
Fri 2/22/2013 2:45 AM,121,137,72,354
Fri 2/22/2013 3:00 AM,129,125,71,385
Fri 2/22/2013 3:15 AM,130,66,58,366
Fri 2/22/2013 3:30 AM,133,43,55,334
Fri 2/22/2013 3:45 AM,128,44,54,327
Fri 2/22/2013 4:00 AM,130,42,54,311
Fri 2/22/2013 4:15 AM,128,43,54,307
Fri 2/22/2013 4:30 AM,124,101,64,309
Fri 2/22/2013 4:45 AM,127,59,56,302
Fri 2/22/2013 5:00 AM,128,61,56,311
Fri 2/22/2013 5:15 AM,135,73,61,318
Fri 2/22/2013 5:30 AM,131,74,58,320
Fri 2/22/2013 5:45 AM,132,61,58,314
Fri 2/22/2013 6:00 AM,124,55,55,304
Fri 2/22/2013 6:15 AM,125,106,66,299
Fri 2/22/2013 6:30 AM,125,64,57,314
Fri 2/22/2013 6:45 AM,122,57,55,294
Fri 2/22/2013 7:00 AM,122,45,54,287
Fri 2/22/2013 7:15 AM,118,59,55,297
Fri 2/22/2013 7:30 AM,119,82,59,264
Fri 2/22/2013 7:45 AM,119,45,54,260
Fri 2/22/2013 8:00 AM,124,46,54,260
Fri 2/22/2013 8:15 AM,135,67,60,272
Fri 2/22/2013 8:30 AM,132,76,61,269
Fri 2/22/2013 8:45 AM,136,50,58,260
Fri 2/22/2013 9:00 AM,126,46,54,278
Fri 2/22/2013 9:15 AM,130,71,58,272
Fri 2/22/2013 9:30 AM,133,51,56,264
Fri 2/22/2013 9:45 AM,133,129,74,272
Fri 2/22/2013 10:00 AM,135,53,57,269
Fri 2/22/2013 10:15 AM,132,99,65,274
Fri 2/22/2013 10:30 AM,136,64,59,264
Fri 2/22/2013 10:45 AM,132,44,56,269
Fri 2/22/2013 11:00 AM,130,59,58,259
Fri 2/22/2013 11:15 AM,134,72,61,267
Fri 2/22/2013 11:30 AM,131,93,65,268
Fri 2/22/2013 11:45 AM,130,72,59,277
Fri 2/22/2013 12:00 PM,130,44,56,264
Fri 2/22/2013 12:15 PM,127,65,56,267
Fri 2/22/2013 12:30 PM,134,56,56,262
Fri 2/22/2013 12:45 PM,133,75,60,263
Fri 2/22/2013 1:00 PM,134,63,58,272
Fri 2/22/2013 1:15 PM,132,50,56,273
Fri 2/22/2013 1:30 PM,136,74,60,263
Fri 2/22/2013 1:45 PM,132,44,55,255
Fri 2/22/2013 2:00 PM,135,94,64,255
Fri 2/22/2013 2:15 PM,134,86,63,266
Fri 2/22/2013 2:30 PM,137,80,62,267
Fri 2/22/2013 2:45 PM,134,79,61,260
Fri 2/22/2013 3:00 PM,132,78,60,262
Fri 2/22/2013 3:15 PM,137,127,74,273
Fri 2/22/2013 3:30 PM,132,133,74,272
Fri 2/22/2013 3:45 PM,134,70,59,264
Fri 2/22/2013 4:00 PM,137,71,60,271
Fri 2/22/2013 4:15 PM,132,52,56,267
Fri 2/22/2013 4:30 PM,134,53,56,257
Fri 2/22/2013 4:45 PM,130,60,56,254
Fri 2/22/2013 5:00 PM,130,44,55,252
Fri 2/22/2013 5:15 PM,131,85,62,253
Fri 2/22/2013 5:30 PM,127,56,56,257
Fri 2/22/2013 5:45 PM,132,78,62,253
Fri 2/22/2013 6:00 PM,129,50,56,267
Fri 2/22/2013 6:15 PM,136,145,91,271
Fri 2/22/2013 6:30 PM,136,133,78,264
Fri 2/22/2013 6:45 PM,132,132,76,273
Fri 2/22/2013 7:00 PM,135,124,72,266
Fri 2/22/2013 7:15 PM,130,46,55,263
Fri 2/22/2013 7:30 PM,134,44,55,244
Fri 2/22/2013 7:45 PM,130,75,58,239
Fri 2/22/2013 8:00 PM,127,44,54,234
Fri 2/22/2013 8:15 PM,127,71,58,234
Fri 2/22/2013 8:30 PM,134,79,62,226
Fri 2/22/2013 8:45 PM,135,63,58,236
Fri 2/22/2013 9:00 PM,132,125,72,246
Fri 2/22/2013 9:15 PM,136,100,67,241
Fri 2/22/2013 9:30 PM,131,43,55,239
Fri 2/22/2013 9:45 PM,135,43,56,222
Fri 2/22/2013 10:00 PM,136,104,67,231
Fri 2/22/2013 10:15 PM,131,91,63,238
Fri 2/22/2013 10:30 PM,137,91,65,244
Fri 2/22/2013 10:45 PM,135,110,69,244
Fri 2/22/2013 11:00 PM,137,106,68,243
Fri 2/22/2013 11:15 PM,130,68,57,240
Fri 2/22/2013 11:30 PM,131,54,56,236
Fri 2/22/2013 11:45 PM,128,44,54,229
Sat 2/23/2013 12:00 AM,136,71,61,225
Sat 2/23/2013 12:15 AM,137,44,57,229
Sat 2/23/2013 12:30 AM,129,44,55,222
Sat 2/23/2013 12:45 AM,135,87,64,219
Sat 2/23/2013 1:00 AM,132,65,58,221
Sat 2/23/2013 1:15 AM,130,77,62,230
Sat 2/23/2013 1:30 AM,134,126,72,236
Sat 2/23/2013 1:45 AM,135,102,65,227
Sat 2/23/2013 2:00 AM,134,54,56,227
Sat 2/23/2013 2:15 AM,137,122,70,231
Sat 2/23/2013 2:30 AM,129,73,57,233
Sat 2/23/2013 2:45 AM,134,72,59,230
Sat 2/23/2013 3:00 AM,133,43,55,243
Sat 2/23/2013 3:15 AM,137,62,59,225
Sat 2/23/2013 3:30 AM,128,44,55,230
Sat 2/23/2013 3:45 AM,138,43,57,226
Sat 2/23/2013 4:00 AM,131,86,63,231
Sat 2/23/2013 4:15 AM,130,44,55,219
Sat 2/23/2013 4:30 AM,130,70,59,221
Sat 2/23/2013 4:45 AM,136,58,59,224
Sat 2/23/2013 5:00 AM,129,58,57,222
Sat 2/23/2013 5:15 AM,129,59,57,220
Sat 2/23/2013 5:30 AM,134,107,67,230
Sat 2/23/2013 5:45 AM,128,47,54,226
Sat 2/23/2013 6:00 AM,130,44,55,224
Sat 2/23/2013 6:15 AM,131,64,57,233
Sat 2/23/2013 6:30 AM,133,96,65,234
Sat 2/23/2013 6:45 AM,135,94,64,239
Sat 2/23/2013 7:00 AM,126,55,54,235
Sat 2/23/2013 7:15 AM,137,76,61,225
Sat 2/23/2013 7:30 AM,130,75,58,229
Sat 2/23/2013 7:45 AM,134,44,54,233
Sat 2/23/2013 8:00 AM,130,63,56,234
Sat 2/23/2013 8:15 AM,124,59,55,234
Sat 2/23/2013 8:30 AM,131,61,58,226
Sat 2/23/2013 8:45 AM,128,44,55,231
Sat 2/23/2013 9:00 AM,133,44,56,224
Sat 2/23/2013 9:15 AM,135,63,59,219
Sat 2/23/2013 9:30 AM,133,59,57,235
Sat 2/23/2013 9:45 AM,135,137,79,240
Sat 2/23/2013 10:00 AM,140,130,77,250
Sat 2/23/2013 10:15 AM,133,43,55,240
Sat 2/23/2013 10:30 AM,135,42,56,231
Sat 2/23/2013 10:45 AM,130,43,55,231
Sat 2/23/2013 11:00 AM,131,64,58,233
Sat 2/23/2013 11:15 AM,124,49,54,240
Sat 2/23/2013 11:30 AM,134,80,62,229
Sat 2/23/2013 11:45 AM,129,58,57,245
Sat 2/23/2013 12:00 PM,131,45,55,234
Sat 2/23/2013 12:15 PM,130,54,55,220
Sat 2/23/2013 12:30 PM,132,44,56,221
Sat 2/23/2013 12:45 PM,137,114,70,226
Sat 2/23/2013 1:00 PM,134,94,65,225
Sat 2/23/2013 1:15 PM,130,43,56,221
Sat 2/23/2013 1:30 PM,132,44,56,220
Sat 2/23/2013 1:45 PM,131,53,57,221
Sat 2/23/2013 2:00 PM,135,46,57,217
Sat 2/23/2013 2:15 PM,133,71,60,249
Sat 2/23/2013 2:30 PM,133,68,60,246
Sat 2/23/2013 2:45 PM,135,94,66,250
Sat 2/23/2013 3:00 PM,131,80,60,253
Sat 2/23/2013 3:15 PM,135,116,71,260
Sat 2/23/2013 3:30 PM,136,75,62,246
Sat 2/23/2013 3:45 PM,130,62,57,234
Sat 2/23/2013 4:00 PM,130,58,56,236
Sat 2/23/2013 4:15 PM,136,44,56,231
Sat 2/23/2013 4:30 PM,131,43,54,226
Sat 2/23/2013 4:45 PM,132,44,55,219
Sat 2/23/2013 5:00 PM,134,45,56,213
Sat 2/23/2013 5:15 PM,134,86,62,211
Sat 2/23/2013 5:30 PM,138,105,68,222
Sat 2/23/2013 5:45 PM,131,102,65,240
Sat 2/23/2013 6:00 PM,132,94,63,240
Sat 2/23/2013 6:15 PM,137,84,63,231
Sat 2/23/2013 6:30 PM,132,79,60,234
Sat 2/23/2013 6:45 PM,132,144,84,253
Sat 2/23/2013 7:00 PM,134,141,85,248
Sat 2/23/2013 7:15 PM,128,44,54,230
Sat 2/23/2013 7:30 PM,131,79,60,230
Sat 2/23/2013 7:45 PM,129,43,54,231
Sat 2/23/2013 8:00 PM,135,69,58,229
Sat 2/23/2013 8:15 PM,136,114,69,226
Sat 2/23/2013 8:30 PM,133,107,66,224
Sat 2/23/2013 8:45 PM,132,44,54,227
Sat 2/23/2013 9:00 PM,137,111,68,240
Sat 2/23/2013 9:15 PM,133,90,63,230
Sat 2/23/2013 9:30 PM,131,44,55,221
Sat 2/23/2013 9:45 PM,131,44,55,222
Sat 2/23/2013 10:00 PM,133,129,74,225
Sat 2/23/2013 10:15 PM,130,92,63,233
Sat 2/23/2013 10:30 PM,126,100,64,239
Sat 2/23/2013 10:45 PM,133,74,60,249
Sat 2/23/2013 11:00 PM,132,99,65,249
Sat 2/23/2013 11:15 PM,135,72,60,248
Sat 2/23/2013 11:30 PM,137,123,73,248
Sat 2/23/2013 11:45 PM,133,66,58,245
Sun 2/24/2013 12:00 AM,131,59,56,239
Sun 2/24/2013 12:15 AM,134,78,61,241
Sun 2/24/2013 12:30 AM,132,74,59,233
Sun 2/24/2013 12:45 AM,130,58,56,222
Sun 2/24/2013 1:00 AM,136,105,68,231
Sun 2/24/2013 1:15 AM,131,94,64,238
Sun 2/24/2013 1:30 AM,131,52,55,243
Sun 2/24/2013 1:45 AM,134,89,63,233
Sun 2/24/2013 2:00 AM,130,66,58,240
Sun 2/24/2013 2:15 AM,136,72,60,239
Sun 2/24/2013 2:30 AM,137,94,65,240
Sun 2/24/2013 2:45 AM,135,64,58,239
Sun 2/24/2013 3:00 AM,129,64,57,243
Sun 2/24/2013 3:15 AM,134,64,58,235
Sun 2/24/2013 3:30 AM,137,59,57,234
Sun 2/24/2013 3:45 AM,135,44,56,230
Sun 2/24/2013 4:00 AM,131,108,66,238
Sun 2/24/2013 4:15 AM,135,58,57,253
Sun 2/24/2013 4:30 AM,137,145,90,257
Sun 2/24/2013 4:45 AM,132,84,60,263
Sun 2/24/2013 5:00 AM,128,100,63,264
Sun 2/24/2013 5:15 AM,128,74,57,255
Sun 2/24/2013 5:30 AM,130,96,64,258
Sun 2/24/2013 5:45 AM,129,81,60,248
Sun 2/24/2013 6:00 AM,130,101,65,271
Sun 2/24/2013 6:15 AM,126,110,66,294
Sun 2/24/2013 6:30 AM,138,145,92,294
Sun 2/24/2013 6:45 AM,135,109,67,285
Sun 2/24/2013 7:00 AM,140,144,84,280
Sun 2/24/2013 7:15 AM,129,124,69,283
Sun 2/24/2013 7:30 AM,137,145,94,292
Sun 2/24/2013 7:45 AM,130,102,64,281
Sun 2/24/2013 8:00 AM,128,96,62,283
Sun 2/24/2013 8:15 AM,137,101,67,268
Sun 2/24/2013 8:30 AM,135,115,69,274
Sun 2/24/2013 8:45 AM,130,73,58,246
Sun 2/24/2013 9:00 AM,131,103,65,277
Sun 2/24/2013 9:15 AM,138,101,66,269
Sun 2/24/2013 9:30 AM,128,71,58,282
Sun 2/24/2013 9:45 AM,132,123,69,273
Sun 2/24/2013 10:00 AM,138,143,86,305
Sun 2/24/2013 10:15 AM,126,78,58,300
Sun 2/24/2013 10:30 AM,137,116,69,282
Sun 2/24/2013 10:45 AM,133,62,57,267
Sun 2/24/2013 11:00 AM,131,88,61,273
Sun 2/24/2013 11:15 AM,126,126,70,294
Sun 2/24/2013 11:30 AM,130,92,64,285
Sun 2/24/2013 11:45 AM,136,132,76,292
Sun 2/24/2013 12:00 PM,137,131,76,280
Sun 2/24/2013 12:15 PM,129,97,64,291
Sun 2/24/2013 12:30 PM,138,117,72,286
Sun 2/24/2013 12:45 PM,123,47,54,252
Sun 2/24/2013 1:00 PM,132,130,74,264
Sun 2/24/2013 1:15 PM,139,96,66,278
Sun 2/24/2013 1:30 PM,134,102,66,269
Sun 2/24/2013 1:45 PM,132,106,67,280
